accession_number	numObservableTrypticPeptides	proteinLength
TGGT1_222970-t26_1-p1	11	297
TGGT1_222975-t26_1-p1	20	446
TGGT1_222980-t26_1-p1	26	570
TGGT1_222990-t26_1-p1	33	738
TGGT1_223000-t26_1-p1	5	138
TGGT1_223010-t26_1-p1	6	143
TGGT1_223020-t26_1-p1	14	364
TGGT1_223025-t26_1-p1	5	69
TGGT1_223030-t26_1-p1	34	585
TGGT1_223040-t26_1-p1	15	239
TGGT1_223045-t26_1-p1	3	84
TGGT1_223050-t26_1-p1	12	233
TGGT1_223060-t26_1-p1	155	3471
TGGT1_223070-t26_1-p1	9	211
TGGT1_223080-t26_1-p1	129	2909
TGGT1_223095-t26_1-p1	33	754
TGGT1_223110-t26_1-p1	9	230
TGGT1_223120-t26_1-p1	5	126
TGGT1_223125-t26_1-p1	14	312
TGGT1_223130-t26_1-p1	41	923
TGGT1_223140-t26_1-p1	24	472
TGGT1_293372-t26_1-p1	22	463
TGGT1_296950-t26_1-p1	59	1376
TGGT1_297060-t26_1-p1	17	339
TGGT1_297065-t26_1-p1	3	89
TGGT1_297070-t26_1-p1	20	519
TGGT1_297080-t26_1-p1	27	616
TGGT1_297090-t26_1-p1	9	284
TGGT1_297100-t26_1-p1	15	268
TGGT1_297110-t26_1-p1	83	1687
TGGT1_297120-t26_1-p1	37	760
TGGT1_297130-t26_1-p1	5	201
TGGT1_297140-t26_1-p1	7	101
TGGT1_297150-t26_1-p1	23	453
TGGT1_297160-t26_1-p1	23	564
TGGT1_297170-t26_1-p1	11	247
TGGT1_297180-t26_1-p1	31	871
TGGT1_297210-t26_1-p1	165	3985
TGGT1_297220-t26_1-p1	35	921
TGGT1_297230-t26_1-p1	41	1029
TGGT1_297245-t26_1-p1	20	652
TGGT1_297270-t26_1-p1	25	488
TGGT1_297280-t26_1-p1	12	205
TGGT1_297290-t26_1-p1	12	257
TGGT1_297300-t26_1-p1	5	107
TGGT1_297310-t26_1-p1	14	347
TGGT1_297320-t26_1-p1	49	1051
TGGT1_297330-t26_1-p1	111	3157
TGGT1_297340-t26_1-p1	57	1191
TGGT1_297350-t26_1-p1	20	440
TGGT1_297360-t26_1-p1	62	1167
TGGT1_297380-t26_1-p1	16	401
TGGT1_297390-t26_1-p1	27	573
TGGT1_297395-t26_1-p1	6	113
TGGT1_297400-t26_1-p1	14	417
TGGT1_297410-t26_1-p1	17	564
TGGT1_297420-t26_1-p1	92	2041
TGGT1_297430-t26_1-p1	9	248
TGGT1_297440-t26_1-p1	16	309
TGGT1_297450-t26_1-p1	22	584
TGGT1_297460-t26_1-p1	24	442
TGGT1_297465-t26_1-p1	4	94
TGGT1_297470-t26_1-p1	18	367
TGGT1_297480-t26_1-p1	36	898
TGGT1_297488-t26_1-p1	5	132
TGGT1_297492-t26_1-p1	14	287
TGGT1_297495-t26_1-p1	10	187
TGGT1_297500-t26_1-p1	26	546
TGGT1_297505-t26_1-p1	3	82
TGGT1_297510-t26_1-p1	17	433
TGGT1_297520-t26_1-p1	70	1495
TGGT1_297530-t26_1-p1	62	1278
TGGT1_297640-t26_1-p1	32	806
TGGT1_297643-t26_1-p1	5	118
TGGT1_297647-t26_1-p1	7	172
TGGT1_297650-t26_1-p1	30	651
TGGT1_297660-t26_1-p1	3	166
TGGT1_297670-t26_1-p1	12	340
TGGT1_297680-t26_1-p1	11	168
TGGT1_297690-t26_1-p1	96	2132
TGGT1_297700-t26_1-p1	7	191
TGGT1_297710-t26_1-p1	27	557
TGGT1_297720-t26_1-p1	63	1222
TGGT1_297725-t26_1-p1	4	70
TGGT1_297730-t26_1-p1	11	226
TGGT1_297745-t26_1-p1	158	3869
TGGT1_297760-t26_1-p1	13	254
TGGT1_297770-t26_1-p1	21	590
TGGT1_297780-t26_1-p1	61	1386
TGGT1_297790-t26_1-p1	18	449
TGGT1_297800-t26_1-p1	63	1225
TGGT1_297810-t26_1-p1	16	266
TGGT1_297820-t26_1-p1	23	509
TGGT1_297830-t26_1-p1	51	1297
TGGT1_297840-t26_1-p1	32	584
TGGT1_297845-t26_1-p1	11	202
TGGT1_297850-t26_1-p1	21	525
TGGT1_297870-t26_1-p1	43	872
TGGT1_297880-t26_1-p1	10	219
TGGT1_297890-t26_1-p1	64	1547
TGGT1_297900-t26_1-p1	37	763
TGGT1_297910-t26_1-p1	8	388
TGGT1_297920-t26_1-p1	17	381
TGGT1_297925-t26_1-p1	28	580
TGGT1_297940-t26_1-p1	21	555
TGGT1_297960A-t26_1-p1	67	1510
TGGT1_297960B-t26_1-p1	29	718
TGGT1_297970-t26_1-p1	22	508
TGGT1_297980-t26_1-p1	2	125
TGGT1_298010-t26_1-p1	100	2322
TGGT1_298020-t26_1-p1	48	1158
TGGT1_298030-t26_1-p1	42	697
TGGT1_298040-t26_1-p1	25	521
TGGT1_298050-t26_1-p1	26	497
TGGT1_298060-t26_1-p1	11	301
TGGT1_298070-t26_1-p1	6	107
TGGT1_298080-t26_1-p1	1	79
TGGT1_298090-t26_1-p1	5	142
TGGT1_356060-t26_1-p1	17	375
TGGT1_410360-t26_1-p1	12	354
TGGT1_462972-t26_1-p1	12	213
TGGT1_252070-t26_1-p1	36	746
TGGT1_252080-t26_1-p1	4	140
TGGT1_252090-t26_1-p1	5	68
TGGT1_252190-t26_1-p1	30	704
TGGT1_252200-t26_1-p1	12	537
TGGT1_252210-t26_1-p1	83	1904
TGGT1_252220-t26_1-p1	28	565
TGGT1_252230-t26_1-p1	25	615
TGGT1_252250-t26_1-p1	66	1299
TGGT1_252255-t26_1-p1	15	320
TGGT1_252260-t26_1-p1	28	531
TGGT1_252270-t26_1-p1	24	607
TGGT1_252280-t26_1-p1	81	1800
TGGT1_252290-t26_1-p1	19	545
TGGT1_252295-t26_1-p1	12	276
TGGT1_252300-t26_1-p1	14	418
TGGT1_252310-t26_1-p1	13	239
TGGT1_252320-t26_1-p1	9	268
TGGT1_252330-t26_1-p1	17	382
TGGT1_252340-t26_1-p1	57	1243
TGGT1_252350-t26_1-p1	30	702
TGGT1_252360-t26_1-p1	21	535
TGGT1_252370-t26_1-p1	69	1959
TGGT1_252380-t26_1-p1	51	1214
TGGT1_252385-t26_1-p1	6	121
TGGT1_252390-t26_1-p1	5	103
TGGT1_252395-t26_1-p1	79	1822
TGGT1_252400-t26_1-p1	25	823
TGGT1_252410-t26_1-p1	8	166
TGGT1_252420-t26_1-p1	41	802
TGGT1_252430-t26_1-p1	34	767
TGGT1_252440-t26_1-p1	25	547
TGGT1_252450-t26_1-p1	12	311
TGGT1_252465-t26_1-p1	28	674
TGGT1_252480-t26_1-p1	18	295
TGGT1_252490-t26_1-p1	13	203
TGGT1_252500-t26_1-p1	31	697
TGGT1_252510-t26_1-p1	35	726
TGGT1_252630-t26_1-p1	7	136
TGGT1_252640-t26_1-p1	61	1151
TGGT1_252850-t26_1-p1	23	710
TGGT1_252860-t26_1-p1	7	248
TGGT1_252870-t26_1-p1	80	1754
TGGT1_252880A-t26_1-p1	98	2167
TGGT1_252880B-t26_1-p1	46	1115
TGGT1_252890-t26_1-p1	4	155
TGGT1_252990-t26_1-p1	19	361
TGGT1_253000-t26_1-p1	21	527
TGGT1_253020-t26_1-p1	21	466
TGGT1_253030-t26_1-p1	71	1613
TGGT1_253040-t26_1-p1	34	727
TGGT1_253050-t26_1-p1	14	288
TGGT1_253060-t26_1-p1	36	752
TGGT1_253070-t26_1-p1	31	708
TGGT1_253080-t26_1-p1	8	278
TGGT1_253090-t26_1-p1	29	655
TGGT1_253100-t26_1-p1	19	519
TGGT1_253110-t26_1-p1	20	486
TGGT1_253120-t26_1-p1	33	796
TGGT1_253130-t26_1-p1	19	760
TGGT1_253140-t26_1-p1	75	1519
TGGT1_253150-t26_1-p1	59	1318
TGGT1_253160-t26_1-p1	18	433
TGGT1_253170-t26_1-p1	92	2203
TGGT1_253290-t26_1-p1	49	1106
TGGT1_253300-t26_1-p1	23	534
TGGT1_253310-t26_1-p1	37	845
TGGT1_253320-t26_1-p1	23	543
TGGT1_253330-t26_1-p1	23	377
TGGT1_253340-t26_1-p1	10	202
TGGT1_253350-t26_1-p1	41	811
TGGT1_253360-t26_1-p1	15	391
TGGT1_253370-t26_1-p1	90	1981
TGGT1_253380-t26_1-p1	37	1670
TGGT1_253390-t26_1-p1	4	105
TGGT1_253400-t26_1-p1	49	964
TGGT1_253410-t26_1-p1	19	463
TGGT1_253420-t26_1-p1	15	410
TGGT1_253430-t26_1-p1	27	588
TGGT1_253440-t26_1-p1	64	1763
TGGT1_253460-t26_1-p1	10	193
TGGT1_253470-t26_1-p1	16	398
TGGT1_253480-t26_1-p1	18	344
TGGT1_253490-t26_1-p1	80	1939
TGGT1_253500-t26_1-p1	19	390
TGGT1_253510-t26_1-p1	16	357
TGGT1_253520-t26_1-p1	62	1276
TGGT1_253530-t26_1-p1	7	137
TGGT1_253540-t26_1-p1	31	747
TGGT1_253550-t26_1-p1	15	364
TGGT1_253560-t26_1-p1	87	1904
TGGT1_253570-t26_1-p1	14	318
TGGT1_253580-t26_1-p1	56	1310
TGGT1_253600-t26_1-p1	36	924
TGGT1_253615-t26_1-p1	94	2436
TGGT1_253640-t26_1-p1	9	230
TGGT1_253650-t26_1-p1	35	712
TGGT1_253660-t26_1-p1	5	167
TGGT1_253670-t26_1-p1	3	81
TGGT1_253680-t26_1-p1	9	159
TGGT1_253690-t26_1-p1	2	119
TGGT1_253700-t26_1-p1	53	1302
TGGT1_253710-t26_1-p1	49	1037
TGGT1_253730-t26_1-p1	51	1049
TGGT1_253740-t26_1-p1	50	987
TGGT1_253750-t26_1-p1	342	8088
TGGT1_253755-t26_1-p1	7	170
TGGT1_253760-t26_1-p1	4	99
TGGT1_253770-t26_1-p1	9	146
TGGT1_253780-t26_1-p1	29	563
TGGT1_253790-t26_1-p1	57	1417
TGGT1_253800-t26_1-p1	30	638
TGGT1_253810-t26_1-p1	60	1306
TGGT1_253820-t26_1-p1	12	226
TGGT1_253830-t26_1-p1	14	310
TGGT1_253850-t26_1-p1	31	630
TGGT1_253860-t26_1-p1	119	2487
TGGT1_253870-t26_1-p1	199	4852
TGGT1_253880-t26_1-p1	24	727
TGGT1_253890-t26_1-p1	70	1604
TGGT1_253900-t26_1-p1	26	658
TGGT1_253910-t26_1-p1	31	887
TGGT1_253925-t26_1-p1	11	319
TGGT1_253930-t26_1-p1	140	4126
TGGT1_253940-t26_1-p1	31	567
TGGT1_253950-t26_1-p1	19	462
TGGT1_253960-t26_1-p1	21	414
TGGT1_253970-t26_1-p1	33	722
TGGT1_253990-t26_1-p1	91	2200
TGGT1_254000-t26_1-p1	20	479
TGGT1_254010-t26_1-p1	32	738
TGGT1_254020-t26_1-p1	26	596
TGGT1_254030-t26_1-p1	6	118
TGGT1_254040-t26_1-p1	11	157
TGGT1_254050-t26_1-p1	17	352
TGGT1_254060-t26_1-p1	18	376
TGGT1_254070-t26_1-p1	6	240
TGGT1_254080-t26_1-p1	16	490
TGGT1_254090-t26_1-p1	23	712
TGGT1_254110-t26_1-p1	37	835
TGGT1_254120-t26_1-p1	5	124
TGGT1_254135-t26_1-p1	63	1410
TGGT1_254140-t26_1-p1	0	69
TGGT1_254150-t26_1-p1	33	719
TGGT1_254160-t26_1-p1	102	2293
TGGT1_254180-t26_1-p1	25	426
TGGT1_254190-t26_1-p1	10	242
TGGT1_254200-t26_1-p1	47	1021
TGGT1_254210-t26_1-p1	42	1123
TGGT1_254220-t26_1-p1	25	826
TGGT1_254230-t26_1-p1	31	656
TGGT1_254250-t26_1-p1	20	485
TGGT1_254255-t26_1-p1	7	177
TGGT1_254260-t26_1-p1	13	256
TGGT1_254270-t26_1-p1	9	369
TGGT1_254280-t26_1-p1	18	467
TGGT1_254290-t26_1-p1	86	1851
TGGT1_254300-t26_1-p1	79	1776
TGGT1_254310-t26_1-p1	14	308
TGGT1_254320-t26_1-p1	18	524
TGGT1_254330-t26_1-p1	47	1221
TGGT1_254335-t26_1-p1	6	99
TGGT1_254340-t26_1-p1	7	150
TGGT1_254350-t26_1-p1	21	428
TGGT1_254360-t26_1-p1	6	205
TGGT1_254365-t26_1-p1	9	255
TGGT1_254370-t26_1-p1	169	4367
TGGT1_254380-t26_1-p1	8	180
TGGT1_254390-t26_1-p1	31	683
TGGT1_254400-t26_1-p1	27	578
TGGT1_254410-t26_1-p1	27	626
TGGT1_254420-t26_1-p1	52	1173
TGGT1_254430-t26_1-p1	33	654
TGGT1_254440-t26_1-p1	7	165
TGGT1_254450-t26_1-p1	18	398
TGGT1_254460-t26_1-p1	9	208
TGGT1_254470-t26_1-p1	32	732
TGGT1_254480-t26_1-p1	32	816
TGGT1_254485-t26_1-p1	6	118
TGGT1_254490-t26_1-p1	62	1528
TGGT1_254500-t26_1-p1	18	590
TGGT1_254510-t26_1-p1	22	626
TGGT1_254520-t26_1-p1	10	153
TGGT1_254530-t26_1-p1	74	1867
TGGT1_254540-t26_1-p1	46	1028
TGGT1_254555-t26_1-p1	59	1186
TGGT1_254570-t26_1-p1	90	1997
TGGT1_254580-t26_1-p1	17	413
TGGT1_254590-t26_1-p1	8	125
TGGT1_254600-t26_1-p1	2	77
TGGT1_254603-t26_1-p1	14	306
TGGT1_254606-t26_1-p1	6	132
TGGT1_254610-t26_1-p1	5	91
TGGT1_254620-t26_1-p1	3	68
TGGT1_254625-t26_1-p1	22	523
TGGT1_254630-t26_1-p1	44	807
TGGT1_254635-t26_1-p1	10	188
TGGT1_254640-t26_1-p1	12	313
TGGT1_254650-t26_1-p1	19	400
TGGT1_254660-t26_1-p1	12	290
TGGT1_254670-t26_1-p1	5	139
TGGT1_254680-t26_1-p1	7	128
TGGT1_254690-t26_1-p1	28	497
TGGT1_254700-t26_1-p1	10	170
TGGT1_254710-t26_1-p1	70	1565
TGGT1_254720-t26_1-p1	7	267
TGGT1_254730-t26_1-p1	71	1757
TGGT1_254740-t26_1-p1	6	136
TGGT1_254750-t26_1-p1	24	586
TGGT1_254760-t26_1-p1	17	383
TGGT1_254770-t26_1-p1	18	420
TGGT1_254780-t26_1-p1	5	134
TGGT1_254790-t26_1-p1	67	1539
TGGT1_254800-t26_1-p1	7	118
TGGT1_254810-t26_1-p1	71	1570
TGGT1_254820-t26_1-p1	22	568
TGGT1_254830-t26_1-p1	46	1230
TGGT1_254835-t26_1-p1	34	781
TGGT1_254840-t26_1-p1	30	673
TGGT1_254850-t26_1-p1	24	484
TGGT1_254855-t26_1-p1	7	174
TGGT1_254860-t26_1-p1	79	1799
TGGT1_254870-t26_1-p1	20	428
TGGT1_254880-t26_1-p1	37	747
TGGT1_254890-t26_1-p1	15	300
TGGT1_254900-t26_1-p1	12	191
TGGT1_254910-t26_1-p1	49	965
TGGT1_254915-t26_1-p1	6	204
TGGT1_254920-t26_1-p1	12	369
TGGT1_254930-t26_1-p1	48	1201
TGGT1_254940-t26_1-p1	136	3756
TGGT1_254950-t26_1-p1	61	1516
TGGT1_254960-t26_1-p1	68	1465
TGGT1_275590-t26_1-p1	7	132
TGGT1_275600-t26_1-p1	25	533
TGGT1_275610-t26_1-p1	41	1130
TGGT1_275630-t26_1-p1	76	1709
TGGT1_275640-t26_1-p1	20	436
TGGT1_275650-t26_1-p1	47	877
TGGT1_275660-t26_1-p1	22	441
TGGT1_275670-t26_1-p1	29	692
TGGT1_275680-t26_1-p1	32	662
TGGT1_275690-t26_1-p1	42	1022
TGGT1_275700-t26_1-p1	10	226
TGGT1_275710-t26_1-p1	20	589
TGGT1_275740-t26_1-p1	60	1362
TGGT1_275750-t26_1-p1	5	91
TGGT1_275755-t26_1-p1	3	86
TGGT1_275760-t26_1-p1	13	298
TGGT1_275770-t26_1-p1	9	283
TGGT1_275780-t26_1-p1	43	979
TGGT1_275790-t26_1-p1	20	611
TGGT1_275795-t26_1-p1	6	132
TGGT1_275798-t26_1-p1	18	470
TGGT1_275802-t26_1-p1	38	731
TGGT1_275810-t26_1-p1	6	152
TGGT1_275830-t26_1-p1	63	1432
TGGT1_275840-t26_1-p1	28	744
TGGT1_275850-t26_1-p1	17	419
TGGT1_275860-t26_1-p1	21	383
TGGT1_275870-t26_1-p1	11	300
TGGT1_275970-t26_1-p1	6	141
TGGT1_275980-t26_1-p1	17	434
TGGT1_275990-t26_1-p1	43	1172
TGGT1_276100-t26_1-p1	31	694
TGGT1_276110-t26_1-p1	7	143
TGGT1_276120-t26_1-p1	39	965
TGGT1_276130-t26_1-p1	39	753
TGGT1_276140-t26_1-p1	28	551
TGGT1_276155-t26_1-p1	36	743
TGGT1_276170-t26_1-p1	55	1228
TGGT1_276180-t26_1-p1	116	2775
TGGT1_276190-t26_1-p1	12	510
TGGT1_276200-t26_1-p1	191	4196
TGGT1_276210-t26_1-p1	40	825
TGGT1_276220-t26_1-p1	49	1005
TGGT1_276230-t26_1-p1	6	163
TGGT1_298820-t26_1-p1	5	173
TGGT1_298840-t26_1-p1	13	242
TGGT1_298960-t26_1-p1	4	280
TGGT1_298970-t26_1-p1	3	96
TGGT1_298980-t26_1-p1	41	884
TGGT1_298990-t26_1-p1	27	497
TGGT1_299000-t26_1-p1	14	391
TGGT1_299010-t26_1-p1	10	286
TGGT1_299015-t26_1-p1	6	122
TGGT1_299020-t26_1-p1	64	1644
TGGT1_299030-t26_1-p1	24	429
TGGT1_299040-t26_1-p1	13	348
TGGT1_299050-t26_1-p1	6	195
TGGT1_299060-t26_1-p1	29	823
TGGT1_299070-t26_1-p1	51	988
TGGT1_299080-t26_1-p1	59	1230
TGGT1_299100-t26_1-p1	85	2169
TGGT1_299110-t26_1-p1	26	619
TGGT1_299120-t26_1-p1	9	223
TGGT1_299130-t26_1-p1	125	3218
TGGT1_299150-t26_1-p1	92	2320
TGGT1_299160-t26_1-p1	6	136
TGGT1_299168-t26_1-p1	19	423
TGGT1_299172-t26_1-p1	15	328
TGGT1_299180-t26_1-p1	10	211
TGGT1_299190-t26_1-p1	30	751
TGGT1_299200-t26_1-p1	11	187
TGGT1_299210-t26_1-p1	31	652
TGGT1_299220-t26_1-p1	12	278
TGGT1_299230-t26_1-p1	27	636
TGGT1_299240-t26_1-p1	42	855
TGGT1_299250-t26_1-p1	36	1212
TGGT1_299260-t26_1-p1	10	279
TGGT1_299270-t26_1-p1	48	1113
TGGT1_321170-t26_1-p1	8	232
TGGT1_356950-t26_1-p1	5	113
TGGT1_357130-t26_1-p1	18	394
TGGT1_358300-t26_1-p1	14	291
TGGT1_359350-t26_1-p1	80	1788
TGGT1_410120-t26_1-p1	7	155
TGGT1_410130-t26_1-p1	6	219
TGGT1_410140-t26_1-p1	5	198
TGGT1_410170-t26_1-p1	0	79
TGGT1_410210-t26_1-p1	4	299
TGGT1_411050-t26_1-p1	36	800
TGGT1_462971-t26_1-p1	48	1097
TGGT1_206910-t26_1-p1	5	98
TGGT1_210682-t26_1-p1	2	59
TGGT1_210690-t26_1-p1	7	256
TGGT1_210700-t26_1-p1	393	8642
TGGT1_210715-t26_1-p1	4	75
TGGT1_210730-t26_1-p1	27	672
TGGT1_210740-t26_1-p1	10	237
TGGT1_210750-t26_1-p1	45	859
TGGT1_210760-t26_1-p1	29	518
TGGT1_210770-t26_1-p1	10	324
TGGT1_210778-t26_1-p1	28	609
TGGT1_210781-t26_1-p1	132	3602
TGGT1_210783-t26_1-p1	3	79
TGGT1_210787-t26_1-p1	7	146
TGGT1_210790-t26_1-p1	31	592
TGGT1_210800-t26_1-p1	15	381
TGGT1_210810-t26_1-p1	5	107
TGGT1_210815-t26_1-p1	5	161
TGGT1_210820-t26_1-p1	34	1062
TGGT1_210830-t26_1-p1	43	1015
TGGT1_210840-t26_1-p1	32	595
TGGT1_210950-t26_1-p1	24	782
TGGT1_210960-t26_1-p1	18	351
TGGT1_210970-t26_1-p1	7	199
TGGT1_210975-t26_1-p1	12	311
TGGT1_210980-t26_1-p1	20	554
TGGT1_210990-t26_1-p1	20	430
TGGT1_211000-t26_1-p1	30	536
TGGT1_211010-t26_1-p1	70	1805
TGGT1_211015-t26_1-p1	7	160
TGGT1_211020-t26_1-p1	11	268
TGGT1_211030-t26_1-p1	10	191
TGGT1_211040-t26_1-p1	6	99
TGGT1_211050-t26_1-p1	35	791
TGGT1_211060-t26_1-p1	3	106
TGGT1_211070-t26_1-p1	8	185
TGGT1_211080-t26_1-p1	6	152
TGGT1_211090-t26_1-p1	27	632
TGGT1_211150-t26_1-p1	73	1948
TGGT1_211220-t26_1-p1	36	899
TGGT1_211230-t26_1-p1	21	389
TGGT1_211240-t26_1-p1	8	195
TGGT1_211250-t26_1-p1	10	275
TGGT1_211260-t26_1-p1	20	435
TGGT1_211270-t26_1-p1	156	3916
TGGT1_211280-t26_1-p1	48	984
TGGT1_211290-t26_1-p1	15	333
TGGT1_211300-t26_1-p1	22	373
TGGT1_211310-t26_1-p1	114	2834
TGGT1_211320-t26_1-p1	8	396
TGGT1_211330-t26_1-p1	26	697
TGGT1_211340-t26_1-p1	83	2239
TGGT1_211350-t26_1-p1	67	1720
TGGT1_211360-t26_1-p1	39	863
TGGT1_211370-t26_1-p1	44	1008
TGGT1_211380-t26_1-p1	21	424
TGGT1_211385-t26_1-p1	14	222
TGGT1_211390-t26_1-p1	19	405
TGGT1_211400-t26_1-p1	51	1079
TGGT1_211410-t26_1-p1	31	748
TGGT1_211420-t26_1-p1	6	189
TGGT1_211430-t26_1-p1	33	667
TGGT1_211440-t26_1-p1	74	1665
TGGT1_211450-t26_1-p1	66	1509
TGGT1_211460-t26_1-p1	40	982
TGGT1_211470-t26_1-p1	19	454
TGGT1_211480-t26_1-p1	55	1175
TGGT1_211600-t26_1-p1	90	2243
TGGT1_211610-t26_1-p1	50	1245
TGGT1_211630-t26_1-p1	8	213
TGGT1_211640-t26_1-p1	122	2874
TGGT1_211650-t26_1-p1	36	832
TGGT1_211660-t26_1-p1	10	313
TGGT1_211670-t26_1-p1	18	378
TGGT1_211675-t26_1-p1	15	262
TGGT1_211680-t26_1-p1	21	471
TGGT1_211690-t26_1-p1	78	1538
TGGT1_211695-t26_1-p1	15	374
TGGT1_211700-t26_1-p1	111	2520
TGGT1_211710-t26_1-p1	7	168
TGGT1_211720-t26_1-p1	87	1966
TGGT1_211730-t26_1-p1	77	1906
TGGT1_237820-t26_1-p1	11	160
TGGT1_237830-t26_1-p1	64	1580
TGGT1_237835-t26_1-p1	4	101
TGGT1_237840-t26_1-p1	44	1083
TGGT1_237860-t26_1-p1	94	2413
TGGT1_237870-t26_1-p1	23	518
TGGT1_237880-t26_1-p1	9	164
TGGT1_237890-t26_1-p1	54	1158
TGGT1_237893-t26_1-p1	9	230
TGGT1_237894-t26_1-p1	11	219
TGGT1_300980-t26_1-p1	7	160
TGGT1_300990-t26_1-p1	7	252
TGGT1_301000-t26_1-p1	28	518
TGGT1_301010-t26_1-p1	40	898
TGGT1_301120-t26_1-p1	21	413
TGGT1_301130-t26_1-p1	5	127
TGGT1_301140-t26_1-p1	16	404
TGGT1_301150-t26_1-p1	15	398
TGGT1_301160-t26_1-p1	14	396
TGGT1_301170-t26_1-p1	20	389
TGGT1_301180-t26_1-p1	18	391
TGGT1_301190-t26_1-p1	1	86
TGGT1_301200-t26_1-p1	17	341
TGGT1_301210-t26_1-p1	42	1244
TGGT1_301216-t26_1-p1	19	432
TGGT1_301218-t26_1-p1	6	146
TGGT1_301222-t26_1-p1	61	1911
TGGT1_301240-t26_1-p1	33	695
TGGT1_301250-t26_1-p1	37	851
TGGT1_301260-t26_1-p1	7	165
TGGT1_301270-t26_1-p1	138	3569
TGGT1_301280-t26_1-p1	9	204
TGGT1_301290-t26_1-p1	30	676
TGGT1_301300-t26_1-p1	14	358
TGGT1_301310-t26_1-p1	20	645
TGGT1_301330-t26_1-p1	9	236
TGGT1_301340-t26_1-p1	28	692
TGGT1_301350-t26_1-p1	18	414
TGGT1_301355-t26_1-p1	3	136
TGGT1_301360-t26_1-p1	25	523
TGGT1_301370-t26_1-p1	9	278
TGGT1_301380-t26_1-p1	50	1333
TGGT1_301390-t26_1-p1	40	1052
TGGT1_301400-t26_1-p1	103	2264
TGGT1_301410-t26_1-p1	45	1033
TGGT1_301415-t26_1-p1	6	138
TGGT1_301420-t26_1-p1	12	263
TGGT1_301430-t26_1-p1	21	390
TGGT1_301440-t26_1-p1	34	582
TGGT1_301450-t26_1-p1	69	1684
TGGT1_301460-t26_1-p1	27	700
TGGT1_301470-t26_1-p1	10	399
TGGT1_317705-t26_1-p1	20	371
TGGT1_317720-t26_1-p1	27	609
TGGT1_317830-t26_1-p1	3	75
TGGT1_318130B-t26_1-p1	24	652
TGGT1_318140-t26_1-p1	34	861
TGGT1_318150-t26_1-p1	18	599
TGGT1_318160-t26_1-p1	9	239
TGGT1_318170-t26_1-p1	20	411
TGGT1_318180-t26_1-p1	6	129
TGGT1_318190-t26_1-p1	86	1971
TGGT1_318210-t26_1-p1	48	1199
TGGT1_318220-t26_1-p1	26	670
TGGT1_318230-t26_1-p1	27	417
TGGT1_318240-t26_1-p1	127	2872
TGGT1_318260-t26_1-p1	43	1094
TGGT1_318275-t26_1-p1	24	571
TGGT1_318290-t26_1-p1	27	695
TGGT1_318300-t26_1-p1	13	261
TGGT1_318310-t26_1-p1	33	699
TGGT1_318320-t26_1-p1	17	486
TGGT1_318330-t26_1-p1	28	481
TGGT1_318340-t26_1-p1	10	233
TGGT1_318350-t26_1-p1	83	1913
TGGT1_318360-t26_1-p1	5	196
TGGT1_318370-t26_1-p1	20	536
TGGT1_318380-t26_1-p1	13	311
TGGT1_318390-t26_1-p1	65	1278
TGGT1_318400-t26_1-p1	62	1434
TGGT1_318410-t26_1-p1	28	537
TGGT1_318420-t26_1-p1	7	167
TGGT1_318430-t26_1-p1	29	511
TGGT1_318440-t26_1-p1	98	2234
TGGT1_318450-t26_1-p1	15	311
TGGT1_318460-t26_1-p1	49	1484
TGGT1_318470-t26_1-p1	101	2406
TGGT1_318480-t26_1-p1	74	1748
TGGT1_318490-t26_1-p1	11	214
TGGT1_318500-t26_1-p1	26	592
TGGT1_318510-t26_1-p1	40	751
TGGT1_318525-t26_1-p1	56	1182
TGGT1_318540-t26_1-p1	31	675
TGGT1_318550-t26_1-p1	8	219
TGGT1_318560-t26_1-p1	24	468
TGGT1_318570-t26_1-p1	11	317
TGGT1_318575-t26_1-p1	5	110
TGGT1_318580-t26_1-p1	25	597
TGGT1_318590-t26_1-p1	30	644
TGGT1_318600-t26_1-p1	24	555
TGGT1_318610-t26_1-p1	63	1369
TGGT1_318620-t26_1-p1	49	1252
TGGT1_318632-t26_1-p1	11	162
TGGT1_318640-t26_1-p1	44	953
TGGT1_318650-t26_1-p1	38	1019
TGGT1_318660-t26_1-p1	22	537
TGGT1_318675-t26_1-p1	55	1123
TGGT1_318690-t26_1-p1	60	1148
TGGT1_318700-t26_1-p1	10	264
TGGT1_318710-t26_1-p1	34	811
TGGT1_318720-t26_1-p1	30	548
TGGT1_318730-t26_1-p1	28	635
TGGT1_318738-t26_1-p1	11	174
TGGT1_318742-t26_1-p1	23	453
TGGT1_318750-t26_1-p1	12	286
TGGT1_318760-t26_1-p1	15	318
TGGT1_318770-t26_1-p1	106	2462
TGGT1_319090-t26_1-p1	14	604
TGGT1_319300-t26_1-p1	32	1011
TGGT1_319308-t26_1-p1	99	2331
TGGT1_319312-t26_1-p1	77	1631
TGGT1_319320-t26_1-p1	70	1651
TGGT1_319340-t26_1-p1	13	481
TGGT1_319350-t26_1-p1	15	379
TGGT1_319360-t26_1-p1	22	391
TGGT1_319370-t26_1-p1	115	3246
TGGT1_319380-t26_1-p1	102	2643
TGGT1_319390-t26_1-p1	47	973
TGGT1_319500-t26_1-p1	37	1008
TGGT1_319510-t26_1-p1	14	284
TGGT1_319520-t26_1-p1	63	1439
